Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
28	Safety Not Guaranteed	2012-06-08	FilmDistrict	R	$4,010,957	503,889	Comedy
29	Young Adult	2011-12-09	Paramount Pictures	R	$3,642,319	457,577	Comedy
30	Dabangg 2	2012-12-21	Eros Entertainment	Not Rated	$2,474,674	310,888	Comedy
31	Jack and Jill	2011-11-11	Sony Pictures	PG	$2,460,509	309,109	Comedy
32	Housefull 2	2012-04-06	Eros Entertainment	Not Rated	$1,586,745	199,339	Comedy
33	For a Good Time, Call	2012-08-31	Focus Features	R	$1,251,749	157,254	Comedy
34	Tower Heist	2011-11-04	Universal	PG-13	$1,244,345	156,324	Comedy
35	Darling Companion	2012-04-20	Sony Pictures Cla…	PG-13	$793,352	99,667	Comedy
36	Rowdy Rathore	2012-06-01	UTV Communications	Not Rated	$777,373	97,659	Comedy
37	Blue Like Jazz	2012-04-13	Roadside Attractions	PG-13	$595,018	74,751	Comedy
38	Peace, Love, and Misunderst…	2012-06-08	IFC Films	R	$542,762	68,186	Comedy
39	Habemus Papam	2012-04-06	IFC Films	Not Rated	$486,902	61,168	Comedy
40	Bachelorette	2012-09-07	Weinstein Co.	R	$446,770	56,126	Comedy
41	Ferrari Ki Sawaari	2012-06-15	Eros Entertainment	Not Rated	$420,046	52,769	Comedy
42	The Oranges	2012-10-05	ATO Pictures	R	$364,875	45,838	Comedy
43	Liberal Arts	2012-09-14	IFC Films	PG-13	$319,176	40,097	Comedy
44	Gianni e le donne	2012-03-02	Zeitgeist	Not Rated	$317,405	39,875	Comedy
45	Lola Versus	2012-06-08	Fox Searchlight	R	$252,603	31,734	Comedy
46	My Uncle Rafael	2012-09-21	Slater Brothers E…	PG-13	$234,830	29,501	Comedy
47	Les petits mouchoirs	2012-08-24	MPI Media Group	Not Rated	$205,505	25,817	Comedy
48	Tim and Eric's Billion Doll…	2012-03-02	Magnet Pictures	R	$201,436	25,306	Comedy
49	Joker	2012-08-31	UTV Communications	Not Rated	$169,181	21,253	Comedy
50	'Luv Shuv Tey Chicken Khurana	2012-11-02	UTV Communications	Not Rated	$143,900	18,077	Comedy
51	High School	2012-06-01	Anchor Bay Entert…	R	$139,034	17,466	Comedy
52	A Very Harold & Kumar 3D Ch…	2011-11-04	Warner Bros.	R	$132,486	16,643	Comedy
53	Få meg på, for faen	2012-03-30	New Yorker	Not Rated	$126,085	15,839	Comedy
54	The Perfect Family	2012-05-04	Variance Films	PG-13	$110,013	13,820	Comedy
55	The Obama Effect	2012-07-13	ARC Entertainment	PG-13	$103,000	12,939	Comedy
56	La source des femmes	2012-08-10	Mongrel Media	Not Rated	$93,838	11,788	Comedy
57	Butter	2012-10-05	Weinstein Co.	R	$73,000	9,170	Comedy
58	Rang zidan fei	2012-03-02	Well Go USA	Not Rated	$63,012	7,916	Comedy
59	Le prénom	2012-11-16		Not Rated	$61,611	7,740	Comedy
60	Natural Selection	2012-03-16	Cinema Guild	R	$46,635	5,858	Comedy
61	LOL	2012-05-04	Lionsgate	PG-13	$46,000	5,778	Comedy
62	The Comedy	2012-11-09	TriBeca Films	Not Rated	$41,113	5,164	Comedy
63	Et si on vivait tous ensemble?	2012-10-19	Kino Lorber	Not Rated	$40,103	5,038	Comedy
64	La fee	2012-02-24	Kino Lorber	Not Rated	$38,399	4,823	Comedy
65	The Inbetweeners	2012-09-07	Wrekin Hill Enter…	R	$35,955	4,516	Comedy
66	Dai juk hei kek	2012-09-28	China Lion Film D…	Not Rated	$33,700	4,233	Comedy
67	L!fe Happens	2012-04-13	PMK*BNC	R	$30,905	3,882	Comedy
68	Sound of Noise	2012-03-09	Magnolia Pictures	R	$24,565	3,086	Comedy
69	The Guard	2011-07-29	Sony Pictures Cla…	R	$23,630	2,968	Comedy
70	Lay the Favorite	2012-12-07	Radius	R	$20,998	2,637	Comedy
71	The Graduate	1967-12-21	Embassy	PG	$18,574	2,333	Comedy
72	Mon pire cauchemar	2012-10-19	Strand	Not Rated	$16,275	2,044	Comedy
73	Kung Fu Joe	2012-02-10	Indican Pictures	Not Rated	$14,752	1,853	Comedy
74	Gayby	2012-10-12	The Film Collabor…	Not Rated	$14,062	1,766	Comedy
75	6 Month Rule	2012-06-01	Secret Identity P…	R	$14,057	1,765	Comedy
76	Reuniting the Rubins	2012-03-16	Monterey Media	PG	$13,569	1,704	Comedy
77	Sophomore	2012-01-13	Pillen's Farm Pic…	Not Rated	$13,500	1,695	Comedy
78	The Color Wheel	2012-05-18	APD/Cinema Conser…	Not Rated	$13,266	1,666	Comedy
79	The Trouble With Bliss	2012-03-23	7A Productions	PG-13	$13,093	1,644	Comedy
80	Husbands in Goa	2012-09-21	UTV Communications	Not Rated	$10,135	1,273	Comedy
81	The Do-Deca-Pentathlon	2012-07-06	Red Flag Releasing	R	$10,000	1,256	Comedy
82	Small, Beautifully Moving P…	2012-05-11	Long Shot Factory	Not Rated	$8,631	1,084	Comedy
83	Brooklyn Brothers Beat the …	2012-09-21	Oscilloscope Pict…	Not Rated	$8,418	1,057	Comedy
84	Price Check	2012-11-16	IFC Films	Not Rated	$7,413	931	Comedy
85	Grassroots	2012-06-22	Samuel Goldwyn Films	R	$6,497	816	Comedy
86	The Man Who Shook the Hand …	2012-12-07	Indican Pictures	Not Rated	$5,994	753	Comedy
87	Buzzkill	2012-02-14	Indican Pictures	Not Rated	$5,860	736	Comedy
88	The Babymakers	2012-08-03	Alchemy	R	$5,783	726	Comedy
89	A Liar's Autobiography - Th…	2012-11-02	Brainstorm Media	R	$5,102	640	Comedy
90	The Worst Movie EVER!	2011-08-19	Hiltz Squared	Not Rated	$4,891	614	Comedy
91	Newlyweds	2012-01-13	TriBeca Films	R	$4,584	575	Comedy
92	The Man in the White Suit	1951-03-31		Not Rated	$3,874	486	Comedy
93	Loosies	2012-01-11	IFC Films	PG-13	$3,519	442	Comedy
94	Why Stop Now	2012-08-17	IFC Films	R	$2,432	305	Comedy
95	4 aventures de Reinette et …	2011-07-20	The Film Desk	Not Rated	$1,834	230	Comedy
96	The Decoy Bride	2012-03-09	IFC Films	PG	$759	95	Comedy
97	Nature Calls	2012-11-09	Magnet Pictures	R	$646	81	Comedy
1	The Heat	2013-06-28	20th Century Fox	R	$159,581,587	19,628,731	Comedy
2	We’re the Millers	2013-08-07	Warner Bros.	R	$150,394,119	18,498,661	Comedy
3	Identity Thief	2013-02-08	Universal	R	$134,506,920	16,544,516	Comedy
4	Grown Ups 2	2013-07-12	Sony Pictures	PG-13	$133,668,525	16,441,392	Comedy
5	The Hangover 3	2013-05-23	Warner Bros.	R	$112,200,072	13,800,746	Comedy
6	Anchorman 2: The Legend Con…	2013-12-18	Paramount Pictures	PG-13	$108,773,941	13,379,328	Comedy
7	Jackass Presents: Bad Grandpa	2013-10-25	Paramount Pictures	R	$101,625,444	12,500,054	Comedy
8	This is the End	2013-06-12	Sony Pictures	R	$101,470,202	12,480,959	Comedy
9	The Best Man Holiday	2013-11-15	Universal	R	$70,492,685	8,670,686	Comedy
10	Last Vegas	2013-01-28	CBS Films	PG-13	$63,112,318	7,762,892	Comedy
11	Tyler Perry's A Madea Chris…	2013-12-13	Lionsgate	PG-13	$50,227,277	6,178,016	Comedy
12	The Internship	2013-06-07	20th Century Fox	PG-13	$44,672,764	5,494,804	Comedy
13	No se Aceptan Devoluciones	2013-08-30	Lionsgate	PG-13	$44,467,206	5,469,521	Comedy
14	A Haunted House	2013-01-11	Open Road	R	$40,041,683	4,925,176	Comedy
15	Blue Jasmine	2013-07-26	Sony Pictures Cla…	PG-13	$32,744,634	4,027,630	Comedy
16	Scary Movie V	2013-04-12	Weinstein Co.	PG-13	$32,015,787	3,937,981	Comedy
17	Delivery Man	2013-11-22	Walt Disney	PG-13	$29,866,438	3,673,608	Comedy
18	The World's End	2013-08-23	Focus Features	R	$26,004,851	3,198,628	Comedy
19	21 and Over	2013-03-01	Relativity	R	$25,682,380	3,158,964	Comedy
20	Grudge Match	2013-12-25	Warner Bros.	PG-13	$24,846,211	3,056,114	Comedy
21	The Incredible Burt Wonders…	2013-03-15	Warner Bros.	PG-13	$22,537,881	2,772,187	Comedy
22	The Way Way Back	2013-07-05	Fox Searchlight	PG-13	$21,502,690	2,644,857	Comedy
23	Quartet	2013-01-11	Weinstein Co.	PG-13	$18,388,357	2,261,790	Comedy
24	Enough Said	2013-09-18	Fox Searchlight	PG-13	$17,497,669	2,152,234	Comedy
25	This is 40	2012-12-21	Universal	R	$13,289,310	1,634,601	Comedy
26	Peeples	2013-05-10	Lionsgate	PG-13	$9,177,065	1,128,790	Comedy
27	Movie 43	2013-01-25	Relativity	R	$8,840,453	1,087,386	Comedy
28	The Guilt Trip	2012-12-19	Paramount Pictures	PG-13	$6,022,333	740,754	Comedy
29	Frances Ha	2013-05-17	IFC Films	R	$4,066,826	500,224	Comedy
30	The To Do List	2013-07-26	CBS Films	R	$3,491,669	429,479	Comedy
31	In a World...	2013-08-09	Roadside Attractions	R	$2,963,271	364,485	Comedy
32	Unfinished Song	2013-06-21	Weinstein Co.	PG-13	$1,698,952	208,973	Comedy
33	Seethamma Vakitlo Sirimalle…	2013-01-10	Ficus	Not Rated	$1,582,476	194,646	Comedy
34	Girl Most Likely	2013-07-19	Roadside Attractions	PG-13	$1,378,591	169,568	Comedy
35	Los amantes pasajeros	2013-06-28	Sony Pictures Cla…	R	$1,359,796	167,256	Comedy
36	The Kings of Summer	2013-05-31	CBS Films	R	$1,315,500	161,808	Comedy
37	Here Comes the Boom	2012-10-12	Sony Pictures	PG	$1,189,316	146,287	Comedy
38	Thanks for Sharing	2013-09-20	Roadside Attractions	R	$1,066,256	131,150	Comedy
39	Les saveurs du Palais	2013-03-01	Mongrel Media	PG-13	$510,587	62,802	Comedy
40	Alceste a bicyclette	2013-05-03	Mongrel Media	Not Rated	$381,269	46,896	Comedy
41	Pitch Perfect	2012-09-28	Universal	PG-13	$345,235	42,464	Comedy
42	Si Ren Ding Zhi	2013-12-20	China Lion Film D…	Not Rated	$345,000	42,435	Comedy
43	Starbuck	2011-07-29	Entertainment One	R	$339,972	41,816	Comedy
44	The Angels’ Share	2013-04-12	IFC Films	Not Rated	$312,339	38,418	Comedy
45	Chashme Baddoor	2013-04-05	Viva Entertainment	Not Rated	$235,401	28,954	Comedy
46	InAPPropriate Comedy	2013-03-22	Freestyle Releasing	R	$228,004	28,044	Comedy
47	Prince Avalanche	2013-08-09	Magnolia Pictures	R	$205,139	25,232	Comedy
48	Ghanchakkar	2013-06-28	UTV Communications	Not Rated	$203,044	24,974	Comedy
49	Crystal Fairy	2013-07-12	IFC Films	Not Rated	$195,257	24,016	Comedy
50	Populaire	2013-02-08	Mongrel Media	R	$179,091	22,028	Comedy
51	Afternoon Delight	2013-08-30	Film Arcade	R	$174,496	21,463	Comedy
52	A.C.O.D.	2013-10-04	Film Arcade	R	$157,690	19,396	Comedy
53	Syngue sabour, pierre de pa…	2013-08-14	Sony Pictures Cla…	R	$148,408	18,254	Comedy
54	Fukrey	2013-06-14	Excel Entertainment	Not Rated	$124,221	15,279	Comedy
55	Lost and Found in Armenia	2013-06-07	High Top Releasing	Not Rated	$122,305	15,043	Comedy
56	Computer Chess	2013-07-17	Kino Lorber	Not Rated	$101,718	12,511	Comedy
57	Somebody Up There Likes Me	2013-03-08	TriBeca Films	Not Rated	$89,435	11,000	Comedy
58	Settai	2013-04-05	UTV Communications	Not Rated	$87,838	10,804	Comedy
59	Reality	2013-03-15	Oscilloscope Pict…	R	$83,736	10,299	Comedy
60	Stuck in Love	2013-07-05	Alchemy	R	$78,950	9,710	Comedy
61	It's a Disaster	2013-04-12	Oscilloscope Pict…	R	$60,818	7,480	Comedy
62	The English Teacher	2013-05-17	Cinedigm	Not Rated	$60,166	7,400	Comedy
63	C.O.G.	2013-09-20	Screen Media Films	R	$55,301	6,802	Comedy
64	Wrong	2013-03-29	Drafthouse Films	Not Rated	$46,021	5,660	Comedy
65	A Glimpse Inside the Mind o…	2013-02-08	A24	R	$35,586	4,377	Comedy
66	Struck By Lightning	2013-01-11	TriBeca Films	Not Rated	$28,378	3,490	Comedy
67	Les Intouchables	2012-05-25	Weinstein Co.	R	$21,382	2,630	Comedy
68	Nosotros Los Nobles	2013-11-01	Lionsgate	PG-13	$19,700	2,423	Comedy
69	Language of a Broken Heart	2013-03-15	House Lights Media	R	$19,186	2,359	Comedy
70	Let My People Go!	2013-01-11	Zeitgeist	Not Rated	$18,529	2,279	Comedy
71	Mental	2013-03-29	Dada Films	Not Rated	$17,669	2,173	Comedy
72	The History of Future Folk	2013-05-31	Variance Films	Not Rated	$17,646	2,170	Comedy
73	Le Pont du Nord	2013-03-22	The Film Desk	Not Rated	$17,110	2,104	Comedy
74	Dealin' with Idiots	2013-07-12	IFC Films	Not Rated	$16,757	2,061	Comedy
75	Picture Day	2013-05-24	ARC Entertainment	R	$11,709	1,440	Comedy
76	Midget Zombie Takeover	2013-02-08	Driving With Our …	Not Rated	$10,604	1,304	Comedy
77	If I Were You	2013-03-15	Kino Lorber	R	$9,432	1,160	Comedy
78	Zero Charisma	2013-10-11	TriBeca Films	Not Rated	$9,417	1,158	Comedy
79	Ghost Team One	2013-10-11	Film Arcade	R	$9,195	1,130	Comedy
80	Desperate Acts of Magic	2013-05-03		Not Rated	$8,053	990	Comedy
81	Breakfast with Curtis	2013-12-04		Not Rated	$6,629	815	Comedy
82	The Worst Movie EVER!	2011-08-19	Hiltz Squared	Not Rated	$5,909	726	Comedy
83	Do Not Disturb	2013-06-14	Mongrel Media	Not Rated	$5,304	652	Comedy
84	Mon pire cauchemar	2012-10-19	Strand	Not Rated	$5,181	637	Comedy
85	Supporting Characters	2013-01-25	TriBeca Films	Not Rated	$4,917	604	Comedy
86	The Man Who Shook the Hand …	2012-12-07	Indican Pictures	Not Rated	$4,758	585	Comedy
87	All is Bright	2013-10-04	Anchor Bay Entert…	R	$4,556	560	Comedy
88	The Kitchen	2013-03-14	Monterey Media	R	$4,054	498	Comedy
89	The Happy Poet	2013-03-13	Cinema Libre	Not Rated	$3,400	418	Comedy
90	Superstar	2013-03-08	Mongrel Media	Not Rated	$3,111	382	Comedy
91	Et si on vivait tous ensemble?	2012-10-19	Kino Lorber	Not Rated	$3,077	378	Comedy
92	The Ghastly Love of Johnny X	2012-10-26	Strand	Not Rated	$2,436	299	Comedy
93	InSpectres	2013-09-05	Reacter 88 Studios	Not Rated	$2,207	271	Comedy
94	L'Argent de poche	2009-11-24	New World	PG	$2,068	254	Comedy
95	Best Man Down	2013-11-08	Magnolia Pictures	PG-13	$1,938	238	Comedy
96	Detention of the Dead	2013-06-28	Anchor Bay Entert…	Not Rated	$1,778	218	Comedy
97	Eddie: The Sleepwalking Can…	2013-04-05	Doppelganger Rele…	Not Rated	$1,632	200	Comedy
98	La grande boucle	2013-09-06	Mongrel Media	Not Rated	$858	105	Comedy
99	Syrup	2013-06-07	Magnolia Pictures	R	$663	81	Comedy
100	To Die is Hard	2010-12-17	Driving With Our …	Not Rated	$56	6	Comedy
1	22 Jump Street	2014-06-13	Sony Pictures	R	$191,719,337	23,466,259	Comedy
2	Neighbors	2014-05-09	Universal	R	$150,086,800	18,370,477	Comedy
3	Ride Along	2014-01-17	Universal	PG-13	$134,202,565	16,426,262	Comedy
4	Dumb and Dumber To	2014-11-14	Universal	PG-13	$84,863,720	10,387,236	Comedy
5	Tammy	2014-07-02	Warner Bros.	R	$84,525,432	10,345,830	Comedy
6	The Other Woman	2014-04-25	20th Century Fox	PG-13	$83,911,193	10,270,647	Comedy
7	Let’s Be Cops	2014-08-13	20th Century Fox	R	$82,390,774	10,084,550	Comedy
8	The Grand Budapest Hotel	2014-03-07	Fox Searchlight	R	$58,850,714	7,203,269	Comedy
9	The Hundred-Foot Journey	2014-08-08	Walt Disney	PG	$54,235,441	6,638,364	Comedy
10	St. Vincent	2014-10-10	Weinstein Co.	PG-13	$43,478,246	5,321,694	Comedy
11	Sex Tape	2014-07-18	Sony Pictures	R	$38,543,473	4,717,683	Comedy
12	This is Where I Leave You	2014-09-19	Warner Bros.	R	$34,296,320	4,197,835	Comedy
13	Chef	2014-05-09	Open Road	R	$31,424,004	3,846,267	Comedy
14	Top Five	2014-12-12	Paramount Pictures	R	$23,740,325	2,905,792	Comedy
15	Ghostbusters	1984-06-08	Sony Pictures	PG	$19,864,003	2,431,334	Comedy
16	Anchorman 2: The Legend Con…	2013-12-18	Paramount Pictures	PG-13	$18,639,235	2,281,424	Comedy
17	A Haunted House 2	2014-04-18	Open Road	R	$17,329,487	2,121,112	Comedy
18	Tyler Perry's The Single Mo…	2014-03-14	Lionsgate	PG-13	$15,995,891	1,957,881	Comedy
19	And So It Goes	2014-07-25	Clarius Entertain…	PG-13	$15,160,801	1,855,667	Comedy
20	P.K.	2014-12-19	UTV Communications	Not Rated	$9,896,123	1,211,275	Comedy
21	Bad Words	2014-03-14	Focus Features	R	$7,779,614	952,217	Comedy
22	Grudge Match	2013-12-25	Warner Bros.	PG-13	$4,971,780	608,541	Comedy
23	Dear White People	2014-10-17	Lionsgate/Roadsid…	R	$4,376,622	535,694	Comedy
24	My Old Lady	2014-09-10	Cohen Media Group	PG-13	$4,001,608	489,792	Comedy
25	Fading Gigolo	2014-04-18	Alchemy	R	$3,747,833	458,731	Comedy
26	Wish I Was Here	2014-07-18	Focus Features	R	$3,591,299	439,571	Comedy
27	The Interview	2014-02-06	Sony Pictures	R	$3,552,778	434,856	Comedy
28	The Grand Seduction	2014-05-30	Entertainment One	PG-13	$3,409,304	417,295	Comedy
29	The Trip to Italy	2014-08-15	IFC Films	Not Rated	$2,873,758	351,745	Comedy
30	Tyler Perry's A Madea Chris…	2013-12-13	Lionsgate	PG-13	$2,316,077	283,485	Comedy
31	Trailer Park Boys 3: Don’t …	2014-04-18	Entertainment One	Not Rated	$2,090,607	255,888	Comedy
32	Dr. Cabbie	2014-11-26	Eros Entertainment	G	$1,986,209	243,110	Comedy
33	Last Vegas	2013-01-28	CBS Films	PG-13	$801,849	98,145	Comedy
34	Delivery Man	2013-11-22	Walt Disney	PG-13	$793,379	97,108	Comedy
35	Xin Hua Lu Fang	2014-10-03	China Lion Film D…	Not Rated	$774,961	94,854	Comedy
36	Land Ho!	2014-07-11	Sony Pictures Cla…	R	$727,430	89,036	Comedy
37	Men, Women and Children	2014-10-01	Paramount Pictures	R	$705,908	86,402	Comedy
38	Blue Jasmine	2013-07-26	Sony Pictures Cla…	PG-13	$660,237	80,812	Comedy
39	Frank	2014-08-15	Magnolia Pictures	R	$645,186	78,970	Comedy
40	Dom Hemingway	2014-04-02	Fox Searchlight	R	$523,511	64,077	Comedy
41	Les vacances du petit Nicolas	2014-07-11	Mongrel Media	Not Rated	$513,654	62,870	Comedy
42	A Hard Day's Night	1964-08-11	Universal	G	$503,557	61,634	Comedy
43	Jackass Presents: Bad Grandpa	2013-10-25	Paramount Pictures	R	$377,575	46,214	Comedy
44	Women Who Flirt	2014-11-26	China Lion Film D…	Not Rated	$372,143	45,549	Comedy
45	Comme un chef	2014-06-20	Cohen Media Group	PG-13	$342,667	41,942	Comedy
46	Main Tera Hero	2014-04-04	Eros Entertainment	Not Rated	$274,579	33,608	Comedy
47	Life of Crime	2014-08-29	Lionsgate/Roadsid…	R	$265,452	32,491	Comedy
48	Entertainment	2014-08-08	B4U Movies	Not Rated	$255,000	31,211	Comedy
49	Wei ai zhi jian ru jia jing	2014-12-24	China Lion Film D…	PG-13	$241,026	29,501	Comedy
50	Hundraåringen som klev ut g…	2014-10-03	Mongrel Media	R	$239,299	29,289	Comedy
51	The Double	2014-05-09	Magnolia Pictures	R	$200,406	24,529	Comedy
52	Conte d’été	2014-06-20	Big World Pictures	Not Rated	$198,127	24,250	Comedy
53	9 mois ferme	2014-04-04	Mongrel Media	Not Rated	$154,485	18,908	Comedy
54	Alan Partridge	2014-04-04	Magnolia Pictures	R	$153,426	18,779	Comedy
55	Knights of Badassdom	2014-01-21	Entertainment One	R	$113,531	13,896	Comedy
56	The Art of the Steal	2014-03-14	RADiUS-TWC	R	$61,446	7,520	Comedy
57	Feuchtgebiete	2014-09-05	Strand	Not Rated	$59,437	7,275	Comedy
58	Walk of Shame	2014-05-02	Focus Features	R	$59,209	7,247	Comedy
59	Cuban Fury	2014-04-11	Entertainment One	R	$57,105	6,989	Comedy
60	Enough Said	2013-09-18	Fox Searchlight	PG-13	$53,203	6,511	Comedy
61	Filmistan	2014-06-06	UTV Communications	Not Rated	$45,406	5,557	Comedy
62	Elsa & Fred	2014-11-07	Alchemy	PG-13	$40,903	5,006	Comedy
63	Not Cool	2014-09-19	Starz Media	Not Rated	$35,688	4,368	Comedy
64	La ritournelle	2014-09-26	Mongrel Media	Not Rated	$35,070	4,292	Comedy
65	The Best Man Holiday	2013-11-15	Universal	R	$32,510	3,979	Comedy
66	Six Dance Lessons in Six Weeks	2014-12-12	Dada Films	Not Rated	$32,424	3,968	Comedy
67	Ping Pong Summer	2014-06-06	Gravitas Ventures	Not Rated	$31,900	3,904	Comedy
68	Happy Christmas	2014-07-25	Magnolia Pictures	R	$30,312	3,710	Comedy
69	Last Weekend	2014-08-29	IFC Films	Not Rated	$26,111	3,195	Comedy
70	Attila Marcel	2014-05-30	Mongrel Media	Not Rated	$25,601	3,133	Comedy
71	Si Ren Ding Zhi	2013-12-20	China Lion Film D…	Not Rated	$24,225	2,965	Comedy
72	Believe Me	2014-09-26	Riot Studios	PG-13	$23,689	2,899	Comedy
73	Adult World	2014-02-14	IFC Films	R	$19,731	2,415	Comedy
74	Menu degustacio	2014-04-18	Magnolia Pictures	PG-13	$18,686	2,287	Comedy
75	Risate di gioia	2014-12-05	Rialto Pictures	Not Rated	$18,404	2,252	Comedy
76	Kelly & Cal	2014-09-05	IFC Films	R	$15,297	1,872	Comedy
77	The Pretty One	2014-02-07	Dada Films	R	$13,769	1,685	Comedy
78	Quai d’Orsay	2014-03-21		Not Rated	$12,027	1,472	Comedy
79	Los insolitos peces gato	2014-06-13	Strand	Not Rated	$11,278	1,380	Comedy
80	Les Infideles	2014-04-04	Weinstein Co.	R	$10,854	1,328	Comedy
81	De l'autre côté du périph	2014-04-04	Weinstein Co.	R	$8,689	1,063	Comedy
82	Days and Nights	2014-09-26	IFC Films	Not Rated	$8,647	1,058	Comedy
83	The Animal Project	2014-06-06	Mongrel Media	Not Rated	$7,580	927	Comedy
84	Eternity: The Movie	2014-10-17	Vagrant Films	Not Rated	$6,960	851	Comedy
85	Life Partners	2014-12-05	Magnolia Pictures	R	$6,395	782	Comedy
86	The Olivia Experiment	2014-08-22	Indican Pictures	Not Rated	$6,366	779	Comedy
87	Love & Air Sex	2014-02-07	TriBeca Films	Not Rated	$6,047	740	Comedy
88	The Worst Movie EVER!	2011-08-19	Hiltz Squared	Not Rated	$4,907	600	Comedy
89	Alceste a bicyclette	2013-05-03	Mongrel Media	Not Rated	$3,896	476	Comedy
90	Hollidaysburg	2014-09-19	Starz Media	Not Rated	$3,709	453	Comedy
91	Life’s a Breeze	2014-09-19	Magnolia Pictures	R	$3,450	422	Comedy
92	Tip Top	2014-12-12	Kino Lorber	Not Rated	$2,732	334	Comedy
93	Jake Squared	2014-08-15	Freestyle Releasing	R	$2,592	317	Comedy
94	To Die is Hard	2010-12-17	Driving With Our …	Not Rated	$2,443	299	Comedy
95	Two-Bit Waltz	2014-10-24	Monterey Media	R	$1,986	243	Comedy
96	Arrete ou je continue	2014-12-17	Film Movement	Not Rated	$1,707	208	Comedy
97	Pret a tout	2014-12-17	Rialto Pictures	Not Rated	$1,092	133	Comedy
98	Demi-Soeur	2014-02-07	Rialto Pictures	Not Rated	$943	115	Comedy
99	Free the Nipple	2014-12-12	IFC Films	Not Rated	$935	114	Comedy
100	Frances Ha	2013-05-17	IFC Films	R	$572	70	Comedy
101	Barbecue	2014-12-26	Distrib Films	Not Rated	$388	47	Comedy
102	Computer Chess	2013-07-17	Kino Lorber	Not Rated	$323	39	Comedy
1	Pitch Perfect 2	2015-05-15	Universal	PG-13	$184,296,230	21,861,949	Comedy
2	Spy!	2015-06-05	20th Century Fox	R	$110,825,712	13,146,585	Comedy
3	Daddy’s Home	2015-12-25	Paramount Pictures	PG-13	$93,889,861	11,137,587	Comedy
4	Get Hard	2015-03-27	Warner Bros.	R	$90,411,453	10,724,964	Comedy
5	Ted 2	2015-06-26	Universal	R	$81,476,385	9,665,052	Comedy
6	The Intern	2015-09-25	Warner Bros.	PG-13	$75,574,886	8,964,992	Comedy
7	Magic Mike XXL	2015-07-01	Warner Bros.	R	$66,013,057	7,830,730	Comedy
8	The Wedding Ringer	2015-01-16	Sony Pictures	R	$64,460,211	7,646,526	Comedy
9	Vacation	2015-07-29	Warner Bros.	R	$58,884,188	6,985,075	Comedy
10	Focus	2015-02-27	Warner Bros.	PG-13	$53,862,963	6,389,438	Comedy
11	Sisters	2015-12-18	Universal	R	$49,123,380	5,827,210	Comedy
12	The Night Before	2015-11-20	Sony Pictures	R	$42,884,826	5,087,168	Comedy
13	Hot Pursuit	2015-05-08	Warner Bros.	PG-13	$34,580,201	4,102,040	Comedy
14	The DUFF	2015-02-20	CBS Films	PG-13	$34,030,343	4,036,814	Comedy
15	The Second Best Exotic Mari…	2015-03-06	Fox Searchlight	PG	$33,078,266	3,923,875	Comedy
16	Entourage	2015-06-03	Warner Bros.	R	$32,363,404	3,839,075	Comedy
17	Love the Coopers	2015-11-13	CBS Films	PG-13	$26,193,757	3,107,207	Comedy
18	Burnt	2015-10-30	Weinstein Co.	R	$13,596,955	1,612,924	Comedy
19	Hot Tub Time Machine 2	2015-02-20	Paramount Pictures	R	$12,314,651	1,460,812	Comedy
20	Unfinished Business	2015-03-06	20th Century Fox	R	$10,219,501	1,212,278	Comedy
21	While We're Young	2015-03-27	A24	R	$7,582,065	899,414	Comedy
22	Grandma	2015-08-21	Sony Pictures Cla…	R	$6,928,220	821,852	Comedy
23	Danny Collins	2015-03-20	Bleecker Street	R	$5,637,066	668,691	Comedy
24	Irrational Man	2015-07-17	Sony Pictures Cla…	R	$4,030,360	478,097	Comedy
25	Scouts Guide to the Zombie …	2015-10-30	Paramount Pictures	R	$3,703,046	439,269	Comedy
26	What We Do in the Shadows	2015-02-13	Unison/Paladin	R	$3,469,224	411,533	Comedy
27	Relatos salvajes	2015-02-20	Sony Pictures Cla…	R	$3,107,072	368,573	Comedy
28	Ladrones	2015-10-09	Lionsgate	PG-13	$3,063,505	363,405	Comedy
29	Tanu Weds Manu Returns	2015-05-22	Eros Entertainment	Not Rated	$3,043,479	361,029	Comedy
30	Rock the Kasbah	2015-10-23	Open Road	R	$3,020,665	358,323	Comedy
31	The Interview	2014-02-06	Sony Pictures	R	$2,552,397	302,775	Comedy
32	Mistress America	2015-08-14	Fox Searchlight	R	$2,500,431	296,611	Comedy
33	Tamasha	2015-11-25	UTV Communications	Not Rated	$2,065,487	245,016	Comedy
34	Top Five	2014-12-12	Paramount Pictures	R	$1,577,054	187,076	Comedy
35	Infinitely Polar Bear	2015-06-19	Sony Pictures Cla…	R	$1,430,655	169,709	Comedy
36	Welcome Back	2015-09-04	Eros Entertainment	Not Rated	$1,388,365	164,693	Comedy
37	Dumb and Dumber To	2014-11-14	Universal	PG-13	$1,344,290	159,465	Comedy
38	Gang jiong	2015-09-25	Well Go USA	Not Rated	$1,302,281	154,481	Comedy
39	Miss You Already	2015-11-06	Roadside Attractions	PG-13	$1,162,653	137,918	Comedy
40	The Overnight	2015-06-19	The Orchard	R	$1,109,808	131,649	Comedy
41	Hundraåringen som klev ut g…	2014-10-03	Mongrel Media	R	$844,463	100,173	Comedy
42	P.K.	2014-12-19	UTV Communications	Not Rated	$719,981	85,406	Comedy
